"";"f_1_t_1";"f_1_t_2";"f_1_t_3";"f_1_t_4";"f_1_t_5";"f_1_t_6";"f_1_t_7";"f_1_t_8";"f_1_t_9";"f_1_t_10";"f_1_t_11";"f_2_t_1";"f_2_t_2";"f_2_t_3";"f_2_t_4";"f_2_t_5";"f_2_t_6";"f_2_t_7";"f_2_t_8";"f_2_t_9";"f_2_t_10";"f_2_t_11";"f_3_t_1";"f_3_t_2";"f_3_t_3";"f_3_t_4";"f_3_t_5";"f_3_t_6";"f_3_t_7";"f_3_t_8";"f_3_t_9";"f_3_t_10";"f_3_t_11";"f_4_t_1";"f_4_t_2";"f_4_t_3";"f_4_t_4";"f_4_t_5";"f_4_t_6";"f_4_t_7";"f_4_t_8";"f_4_t_9";"f_4_t_10";"f_4_t_11";"f_5_t_1";"f_5_t_2";"f_5_t_3";"f_5_t_4";"f_5_t_5";"f_5_t_6";"f_5_t_7";"f_5_t_8";"f_5_t_9";"f_5_t_10";"f_5_t_11";"f_6_t_1";"f_6_t_2";"f_6_t_3";"f_6_t_4";"f_6_t_5";"f_6_t_6";"f_6_t_7";"f_6_t_8";"f_6_t_9";"f_6_t_10";"f_6_t_11";"f_7_t_1";"f_7_t_2";"f_7_t_3";"f_7_t_4";"f_7_t_5";"f_7_t_6";"f_7_t_7";"f_7_t_8";"f_7_t_9";"f_7_t_10";"f_7_t_11";"f_8_t_1";"f_8_t_2";"f_8_t_3";"f_8_t_4";"f_8_t_5";"f_8_t_6";"f_8_t_7";"f_8_t_8";"f_8_t_9";"f_8_t_10";"f_8_t_11";"f_9_t_1";"f_9_t_2";"f_9_t_3";"f_9_t_4";"f_9_t_5";"f_9_t_6";"f_9_t_7";"f_9_t_8";"f_9_t_9";"f_9_t_10";"f_9_t_11";"f_10_t_1";"f_10_t_2";"f_10_t_3";"f_10_t_4";"f_10_t_5";"f_10_t_6";"f_10_t_7";"f_10_t_8";"f_10_t_9";"f_10_t_10";"f_10_t_11"
"1";0,948982166890982;0,015435733512786;0,0171181022880215;0,0119868775235531;0,0011355989232839;0,0013038358008075;0,0013458950201884;0,0002523553162853;0,0004205921938088;0,0001261776581426;0,0018926648721399;0,205668729585697;0,733195805397971;0,0079293450232078;0,0083161423414131;0,017577789238439;0,0168471720818291;0,0045341241189616;0,0014827230531201;0,0011389032147154;0,0003438198384046;0,0029654461062403;0,0437914017694393;0,201351531587605;0,679500288978793;0,0045792024185302;0,0020895389676788;0,0291646289956875;0,0239630107144444;0,0036455786244609;0,0026674965544836;0,002222913795403;0,0070244075934735;0,0011661807580174;0,135276967930029;0,299708454810495;0,473080660835762;0,0046647230320699;0,0062196307094266;0,0493683187560738;0,003692905733722;0,0108843537414965;0,0031098153547133;0,0128279883381924;0,0003845414343395;0,123630071140165;0,108056143049413;0,128629109786579;0,540280715247067;0,0098058065756585;0,0557585079792347;0,0030763314747164;0,0086521822726398;0,0046144972120746;0,0171120938281099;0,000425954848786;0,0036916086894789;0,177481186994178;0,015760329405083;0,0915802924889961;0,613516967201476;0,0293908845662359;0,0265511855743291;0,0083771120261252;0,0070992474797671;0,026125230725543;0,0003323363243602;0,0091392489199069;0,0081422399468261;0,0903954802259887;0,0518444666001994;0,104685942173479;0,621136590229312;0,0122964440013293;0,0272515785975407;0,0186108341641741;0,0561648388168826;0;0,0005717552887364;0,0348770726129216;0,0022870211549456;0,006861063464837;0,153802172670097;0,221269296740994;0,400228702115494;0,0263007432818753;0,0411663807890223;0,112635791881074;0,0005988023952095;0,0017964071856287;0,0011976047904191;0,0257485029940119;0,0191616766467065;0,0473053892215568;0,249700598802395;0,0658682634730539;0,31317365269461;0,0616766467065868;0,21377245508982;0;0,0011600928074245;0;0,0011600928074245;0,0058004640371229;0,0174013921113689;0,074245939675174;0,103248259860788;0,151972157772621;0,122969837587006;0,522041763341067
"2";0,947670961347869;0,0166501486620416;0,017205153617443;0,0126461843409316;0,0013478691774033;0,0011892963330029;0,0007135777998017;0,0005153617443012;0,0003567888999008;0,0001982160555004;0,0015064420218037;0,19593619915097;0,741746692494745;0,0078926760911676;0,0090466966162469;0,0186291884762807;0,0167951201417796;0,0043481844784239;0,0011746280344557;0,0010097679594444;0,0005151877344104;0,0029056588220747;0,0432896677366183;0,203045024724559;0,676455278910384;0,004207512796044;0,0017350568231109;0,0302767415632862;0,0248546889910644;0,0039906306931552;0,0027760909169775;0,0023423267111997;0,0070269801335993;0,0009446438692612;0,12639334970716;0,305686756092953;0,47950122803703;0,0049121481201587;0,0054789344417154;0,0502550538447005;0,0039675042508974;0,0079350085017948;0,0034007179293406;0,0115246552049877;0,0003821899484043;0,12019873877317;0,109115230269443;0,132237722147907;0,540989871966367;0,0087903688133002;0,0557997324670361;0,0021020447162239;0,0099369386585132;0,0063061341486718;0,0141410280909612;0,0005640157924421;0,0029610829103214;0,17794698251551;0,016497461928934;0,094331641285956;0,617174280879864;0,0265087422447828;0,0205865764241398;0,0088832487309644;0,0097292724196277;0,0248166948674562;0;0,0096876565892767;0,0068481710372473;0,0841823951895774;0,0522799398697177;0,107733422415233;0,628528478369801;0,0120260564556539;0,02455319859696;0,0232169701018874;0,050943711374645;0,0006105006105006;0,0006105006105006;0,0366300366300366;0,0036630036630036;0,0073260073260073;0,146520146520146;0,223443223443223;0,403540903540903;0,0286935286935286;0,0433455433455433;0,105616605616605;0;0,0031867431485022;0,0038240917782026;0,0325047801147227;0,0191204588910133;0,0484384958572339;0,238368387507966;0,0752071383046526;0,297004461440407;0,0758444869343531;0,206500956022944;0;0;0,0010070493454179;0,0020140986908358;0,0030211480362537;0,0221550855991943;0,0876132930513595;0,0926485397784491;0,12588116817724;0,129909365558912;0,535750251762336
"3";0,944354565634523;0,0162910568493923;0,0188870913126904;0,0129801723164904;0,0015425712028293;0,0015049475149554;0,0018059370179464;0,0003386131908649;0,000300989502991;0;0,0019940554573159;0,17505327965901;0,756235693424895;0,0075578182966295;0,0103204672823427;0,0214499960533585;0,0175428210592785;0,0053674323150998;0,0016575893914278;0,0012826584576525;0,0005327965901018;0,0029994474702028;0,0411338448422847;0,200639386189258;0,673444160272804;0,0043052003410059;0,0018755328218243;0,0337169650468883;0,0275788576300085;0,0041773231031543;0,0029411764705882;0,0020460358056265;0,0081415174765558;0,0012708787218591;0,111292665214233;0,316085693536673;0,471859114015976;0,0054466230936819;0,0056281771968046;0,0564633260711692;0,0038126361655773;0,0099854756717501;0,0043572984749455;0,0137981118373275;0,0005559673832468;0,111934766493699;0,111193476649369;0,138991845811712;0,522979985174203;0,0111193476649369;0,0654188287620459;0,003335804299481;0,0137138621200889;0,0042624166048925;0,0164936990363232;0,0002808199943836;0,0030890199382196;0,174810446503791;0,0164279696714406;0,0946363381072732;0,609660207806795;0,02808199943836;0,0263970794720584;0,009828699803426;0,0089862398202752;0,0278011794439764;0,0001671961210499;0,0041799030262497;0,0036783146630998;0,0733990971409463;0,0443069720782477;0,106336732987794;0,642534693195117;0,0128741013208493;0,0277545560942986;0,0230730647048988;0,0616953686674469;0,0006418485237483;0,0006418485237483;0,0096277278562259;0,0019255455712451;0,0019255455712451;0,0885750962772785;0,243260590500641;0,453786906290115;0,0301668806161745;0,0526315789473684;0,116816431322207;0;0,0024038461538461;0,0064102564102564;0,0072115384615384;0,0144230769230769;0,0152243589743589;0,150641025641025;0,0929487179487179;0,415064102564102;0,0769230769230769;0,21875;0;0;0,0015873015873015;0,0047619047619047;0,0079365079365079;0,0253968253968253;0,101587301587301;0,0587301587301587;0,107936507936507;0,155555555555555;0,536507936507936
"4";0,867260125480406;0,0664192096705318;0,0346549288834871;0,0159642610780803;0,0048615445258351;0,0048943927996583;0,0028577998226193;0,0002956344644088;0,0004270275597017;0,0001970896429392;0,0021679860723318;0,162311567639621;0,761943034128555;0,0096642032423107;0,012134161880305;0,0235822241389449;0,0186031011702899;0,0051359457393213;0,0012153764726638;0,0011369650873306;0,0009409366239978;0,0033324838766588;0,0439481572170388;0,204584793346561;0,664710600751467;0,0048127664963904;0,0023219487482585;0,0376155697217883;0,0260480432304639;0,0033351627474986;0,0020264279984801;0,0026596867480052;0,0079368429940473;0,0005372492836676;0,106554441260744;0,323424068767908;0,472958452722063;0,0042979942693409;0,0053724928366762;0,0571275071633237;0,0028653295128939;0,0078796561604584;0,0051934097421203;0,0137893982808022;0,0003700277520814;0,112858464384828;0,108418131359851;0,142830712303422;0,518223866790009;0,0101757631822386;0,0690101757631822;0,003700277520814;0,0111008325624421;0,0057354301572617;0,0175763182238667;0,0001391982182628;0,0023663697104677;0,174554565701559;0,0148942093541202;0,0988307349665924;0,609966592427617;0,031597995545657;0,0185133630289532;0,0090478841870824;0,0108574610244988;0,0292316258351893;0,0001686625063248;0,0028672626075223;0,003204587620172;0,0676336650362624;0,04317760161916;0,104233428908753;0,657952437173216;0,0131556754933378;0,0168662506324843;0,0256367009613762;0,0651037274413897;0,0006983240223463;0,0006983240223463;0,0104748603351955;0;0,0020949720670391;0,0691340782122905;0,241620111731843;0,481145251396648;0,0244413407821229;0,047486033519553;0,122206703910614;0;0,001743679163034;0,00871839581517;0,02615518744551;0,032258064516129;0,01743679163034;0,115954664341761;0,0959023539668701;0,422842197035745;0,067131647776809;0,211857018308631;0;0;0;0,005813953488372;0,004360465116279;0,0319767441860465;0,10610465116279;0,0697674418604651;0,107558139534883;0,152616279069767;0,521802325581395
"5";0,87233900120498;0,0566006158789663;0,0389610389610389;0,0157986343553353;0,0040500736377025;0,005355469272995;0,00398313027179;0,0004351318784308;0,0003012451466059;0,0003681885125184;0,0018074708796358;0,152066083424464;0,768376034994532;0,0103694735197625;0,0128886111545071;0,0243126074050929;0,0185713169817216;0,0063661927823777;0,0017770660834244;0,0012693329167317;0,0006053741602874;0,0033979065770973;0,0479512133996073;0,208220208011361;0,655319326678083;0,0057224009022179;0,0024643916294223;0,0378430307840106;0,0256881500355039;0,0037174721189591;0,0034668560210517;0,0024643916294223;0,0071425587903596;0,0005273334505185;0,0968535770785726;0,324837405519423;0,473369660748813;0,0050975566883459;0,006152223589383;0,0629284584285463;0,0033397785199507;0,0100193355598523;0,0036913341536298;0,0131833362629636;0,0005472455308281;0,101787668734038;0,100875592849325;0,154505654870485;0,522619481940897;0,0098504195549069;0,0684056913535206;0,0043779642466253;0,0133163079168186;0,0071141919007661;0,0165997811017876;0,0002817695125387;0,0029585798816568;0,174415328261482;0,0138067061143984;0,102704987320371;0,59622428853198;0,0315581854043392;0,025781910397295;0,0131022823330515;0,0108481262327416;0,0283178360101437;0,0005137866072957;0,0041102928583661;0,0039390306559342;0,0674773077581777;0,042301764000685;0,102243534851858;0,646857338585374;0,0160986470286007;0,0277444767939715;0,0251755437574927;0,0635382771022435;0,000684462696783;0,000684462696783;0,0109514031485284;0;0,0034223134839151;0,0793976728268309;0,232717316906228;0,474332648870636;0,0212183436002737;0,0533880903490759;0,123203285420944;0;0,0033444816053511;0,0091973244147157;0,0083612040133779;0,0091973244147157;0,0133779264214046;0,131270903010033;0,0961538461538461;0,411371237458194;0,0861204013377926;0,231605351170568;0;0;0;0,0060975609756097;0,0015243902439024;0,0228658536585365;0,108231707317073;0,0777439024390243;0,115853658536585;0,147865853658536;0,519817073170731
"6";0,865946271452945;0,0565387574855307;0,0448630022414773;0,0177310896256398;0,0037134923555585;0,005653875748553;0,002977484861664;0,0004014586330333;0,000301093974775;0,0001003646582583;0,0017731089625639;0,147784687135639;0,766187329965021;0,010785075787019;0,0149047804119704;0,027399922269724;0,0204430625728721;0,0059075009716284;0,0011659541391371;0,0013408472600077;0,000660707345511;0,0034201321414691;0,0498211863361696;0,215604061331031;0,638878612241542;0,0058782422822378;0,0025897151313355;0,0436963045176141;0,0276236280675792;0,0034529535084474;0,0023019690056316;0,0028774612570395;0,0072758663213713;0,0006875214850464;0,0904090752836026;0,328119628738398;0,471467858370574;0,0046407700240632;0,0082502578205568;0,0666895840495015;0,0041251289102784;0,0061876933654176;0,0055001718803712;0,0139223100721897;0,0003576537911301;0,0928111587982832;0,0987124463519313;0,159334763948497;0,524499284692417;0,0107296137339055;0,0734978540772532;0,0042918454935622;0,0100143061516452;0,0053648068669527;0,0203862660944206;0,0002836477095447;0,0031201248049922;0,177279818465465;0,0138987377676925;0,103105942419514;0,60076584881577;0,0309176003403772;0,0211317543610835;0,0092185505602042;0,011062260672245;0,0292157140831087;0,0008589589417625;0,0029204604019927;0,0027486686136402;0,0685449235526541;0,0417454045696615;0,105651949836797;0,651434461432743;0,0166638034701941;0,0230200996392372;0,0216457653324171;0,0647655042088988;0,0007309941520467;0;0,0116959064327485;0,0007309941520467;0,0043859649122807;0,0701754385964912;0,235380116959064;0,494152046783625;0,0270467836257309;0,0409356725146198;0,114766081871345;0;0,0044883303411131;0,0071813285457809;0,011669658886894;0,0215439856373429;0,0287253141831238;0,115798922800718;0,0951526032315978;0,422800718132854;0,0646319569120287;0,228007181328545;0;0,0015384615384615;0;0,0092307692307692;0,0123076923076923;0,04;0,123076923076923;0,0615384615384615;0,0923076923076923;0,132307692307692;0,527692307692307
"7";0,873588243298407;0,0527622805823921;0,0423527010477616;0,0172472445230643;0,0031636957409171;0,0048305891958089;0,003265750442237;0,0005102735065995;0,0004762552728262;0,0001020547013199;0,0017009116886651;0,148057355201463;0,767038269227027;0,0100585614506118;0,0141053327885756;0,0271211502169302;0,0197863771668709;0,0066149146870561;0,0018093737232241;0,0014591723574388;0,0006614914687056;0,0032880017120955;0,0513340361690049;0,224637093504176;0,63072743492012;0,0056362014435163;0,0028789230394939;0,0431432973805855;0,0252615359662638;0,0038115319114427;0,0030816640986132;0,0024734409212553;0,0070148406455275;0,0008329168748958;0,0889555222388805;0,32583708145927;0,471097784441112;0,0044977511244377;0,0093286689988339;0,0697984341162751;0,0031650841246043;0,0078294186240213;0,0043311677494586;0,0143261702482092;0,0001743071291615;0,0890709430015687;0,0974376852013247;0,158445180407878;0,528150601359595;0,0118528847829876;0,0756492940561269;0,0043576782290395;0,0099355063622102;0,0064493637789785;0,0184765556911277;0,0005744650294413;0,0037340226913686;0,177940542869452;0,0137871607065919;0,102542007755277;0,5865287950596;0,0337498204796783;0,0280051701852649;0,0116329168461869;0,0099095217578629;0,0315955766192733;0,0005108121913843;0,0040864975310744;0,0049378511833815;0,0723650604461093;0,0413757875021283;0,10931380895624;0,641069300187297;0,0189000510812191;0,029456836369828;0,0224757364209092;0,0555082581304273;0,0006854009595613;0,002056202878684;0,0095956134338588;0,0013708019191226;0,0054832076764907;0,0829335161069225;0,222755311857436;0,46949965729952;0,0287868403015764;0,0568882796435915;0,119945167923235;0,0007942811755361;0,0023828435266084;0,0071485305798252;0,0087370929308975;0,011914217633042;0,0262112787926926;0,161239078633836;0,0889594916600476;0,398729150119142;0,0722795869737887;0,221604447974583;0;0;0,0045592705167173;0,0030395136778115;0,0106382978723404;0,0364741641337386;0,0911854103343465;0,0714285714285714;0,100303951367781;0,14741641337386;0,534954407294832
"8";0,890618441304043;0,047572408003358;0,0342451378200643;0,014796418077515;0,0028683363649083;0,0044774031061984;0,0028333566531411;0,0004547362529732;0,0004547362529732;0,000209878270603;0,0014691478942213;0,163068551487549;0,760671122414778;0,0092072317186175;0,0120068610634648;0,0240531535261528;0,0177441296504406;0,006171013978431;0,0017349815658208;0,0013209518739772;0,0005520395891248;0,0034699631316417;0,0572223814006794;0,226188039785518;0,629036879374565;0,0058532192705988;0,0026605542139085;0,0399083132086283;0,0230035610494863;0,0038066391060537;0,0029470754369448;0,0026196226106176;0,0067537145429986;0,000836820083682;0,0902092050209205;0,323514644351464;0,480502092050209;0,00418410041841;0,0076987447698744;0,0664435146443514;0,0031799163179916;0,0068619246861924;0,00418410041841;0,0123849372384937;0,0003472222222222;0,0822916666666666;0,0947916666666666;0,159201388888888;0,5390625;0,0105902777777777;0,0723958333333333;0,0041666666666666;0,0123263888888888;0,0065972222222222;0,0182291666666666;0,0004243881737162;0,0042438817371622;0,170886971283066;0,015136511529212;0,10567265525534;0,589333710567265;0,0352242184184467;0,0260291413212618;0,0100438534446173;0,0107511670674777;0,0322535012024331;0,0011741026501174;0,0051995974505199;0,0053673264005367;0,0734652801073465;0,0400872190540087;0,115229788661522;0,618081180811808;0,018450184501845;0,033210332103321;0,0265011741026501;0,0632338141563233;0,0006925207756232;0,0041551246537396;0,0186980609418282;0,0013850415512465;0,0076177285318559;0,10387811634349;0,220914127423822;0,444598337950138;0,0380886426592797;0,0408587257617728;0,119113573407202;0;0,0008190008190008;0,0016380016380016;0,0131040131040131;0,018018018018018;0,0352170352170352;0,162162162162162;0,0909090909090909;0,37018837018837;0,0827190827190827;0,225225225225225;0;0,0026246719160104;0,0026246719160104;0,0026246719160104;0,0078740157480314;0,0341207349081364;0,112860892388451;0,0774278215223097;0,104986876640419;0,152230971128608;0,50262467191601
"9";0,892440030771382;0,047730610532205;0,0334289111126652;0,0144066018602699;0,0032519756626337;0,0037415203860409;0,0022728862158192;0,0004545772431638;0,0004545772431638;0,0001748374012168;0,0016434715714385;0,175635998187084;0,748260980944686;0,0099907383687705;0,011606597434331;0,0243167083768498;0,0182079728850966;0,005064338778647;0,0010443967131061;0,0015764478688395;0,0007685183360592;0,0035273021065284;0,0595596002275128;0,231656780693914;0,622735028845372;0,0058909563662956;0,0028845372552206;0,0404241488583732;0,0229950434711952;0,0028845372552206;0,0020719915495246;0,0021532461200942;0,0067441293572763;0,000975451146155;0,0975451146155096;0,317184197691432;0,482198016582669;0,0034140790115428;0,0076410339782149;0,0606405462526418;0,0047146805397496;0,0069907332141115;0,0050398309218013;0,0136563160461713;0,0003423485107839;0,0886682642930503;0,0946593632317699;0,159020883259157;0,545874700445053;0,0080451900034234;0,0657309140705238;0,0029099623416638;0,0070181444710715;0,0075316672372475;0,0201985621362547;0,0002786679671171;0,0041800195067576;0,176536157168733;0,0140727323394175;0,106172495471645;0,591333426222655;0,0314894802842413;0,0190887557475268;0,0105893827504528;0,0121220565695973;0,0341368259718545;0,0008334722453742;0,0025004167361226;0,0033338889814969;0,074512418736456;0,0351725287547924;0,116019336556092;0,632438739789965;0,018336389398233;0,0203367227871311;0,0281713618936489;0,0683447241206867;0,0007552870090634;0,0037764350453172;0,0113293051359516;0,0015105740181268;0,0037764350453172;0,0725075528700906;0,250755287009063;0,466767371601208;0,0271903323262839;0,0407854984894259;0,120845921450151;0;0,0043630017452006;0,0087260034904013;0,0139616055846422;0,0270506108202443;0,0331588132635253;0,137870855148342;0,0890052356020942;0,369109947643979;0,068935427574171;0,247818499127399;0;0;0,0074850299401197;0,0029940119760479;0,0104790419161676;0,0434131736526946;0,137724550898203;0,0673652694610778;0,101796407185628;0,137724550898203;0,491017964071856
"10";0,875123244823717;0,0591915139564138;0,0371944378336109;0,0155373474314078;0,0032298643456974;0,0040458300751368;0,0029238771971577;0,0004079828647196;0,0004079828647196;0,0001359942882398;0,0018019243191785;0,18973275423563;0,732499902179442;0,0107015690417498;0,0114645693939038;0,0243573189341472;0,0179794185546034;0,0060061822592636;0,0016629494854638;0,0014086160347458;0,0007434362405603;0,0034432836404898;0,0591746587607943;0,239563850531258;0,61148473874806;0,0059294042739464;0,0028652154880814;0,0419435711727486;0,0229615185642086;0,0040988499343388;0,0035417247005451;0,0019499383182776;0,00648652950774;0,0012781594503914;0,100175746924428;0,312190445758108;0,48058795334718;0,004313788145071;0,0083080364275443;0,0626298130691803;0,0038344783511743;0,0102252756031314;0,004313788145071;0,0121425147787186;0,0001664447403462;0,0915446071904127;0,0927097203728362;0,16577896138482;0,533621837549933;0,0078229027962716;0,066577896138482;0,0026631158455392;0,0144806924101198;0,0069906790945406;0,0176431424766977;0,000556870388417;0,0041765279131282;0,177084783516636;0,0137825421133231;0,109007378532646;0,579005986356675;0,0307670889600445;0,0302102185716274;0,0125295837393846;0,0123903661422803;0,030488653765836;0,0011570247933884;0,004793388429752;0,0044628099173553;0,0785123966942148;0,0350413223140495;0,114049586776859;0,619504132231405;0,0176859504132231;0,0360330578512396;0,0262809917355371;0,0624793388429752;0,0007062146892655;0;0,0190677966101694;0,0028248587570621;0,0028248587570621;0,0762711864406779;0,255649717514124;0,439265536723163;0,0324858757062146;0,059322033898305;0,111581920903954;0;0,0032232070910556;0,0072522159548751;0,0072522159548751;0,016116035455278;0,0282030620467365;0,16116035455278;0,088638195004029;0,363416599516518;0,0862207896857373;0,238517324738114;0;0,0013227513227513;0;0,0026455026455026;0,0052910052910052;0,0304232804232804;0,0899470899470899;0,0978835978835978;0,119047619047619;0,158730158730158;0,494708994708994
